,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
295344,2014-08-11 18:20:00,9.337323217957803,13.237974419040627,27.19099384286185,9.337323217957803,9.337323217957803,10.956299772519367,10.956299772519367,10.956299772519367,1.9866514527954524,1.9866514527954524,1.9866514527954524,-0.016070290860167938,-0.016070290860167938,-0.016070290860167938,8.985718610584083,8.985718610584083,8.985718610584083,0.0,0.0,0.0,20.293622990477168,20.87
295488,2014-08-12 18:20:00,9.318645440763456,13.104943802614327,27.166851797654854,9.318645440763456,9.318645440763456,10.856282336036795,10.856282336036795,10.856282336036795,1.9866514528227752,1.9866514528227752,1.9866514528227752,-0.09784529333476064,-0.09784529333476064,-0.09784529333476064,8.96747617654878,8.96747617654878,8.96747617654878,0.0,0.0,0.0,20.174927776800253,21.78
295632,2014-08-13 18:20:00,9.2999676635691,13.107745313135874,26.92435404027692,9.2999676635691,9.2999676635691,10.786614726565933,10.786614726565933,10.786614726565933,1.9866514528115014,1.9866514528115014,1.9866514528115014,-0.14901528916838563,-0.14901528916838563,-0.14901528916838563,8.948978562922818,8.948978562922818,8.948978562922818,0.0,0.0,0.0,20.086582390135035,15.39
295776,2014-08-14 18:20:00,9.281289886374745,13.156606270984536,27.290346170362675,9.281289886374745,9.281289886374745,11.018705192326692,11.018705192326692,11.018705192326692,1.9866514527996815,1.9866514527996815,1.9866514527996815,0.10304682783543342,0.10304682783543342,0.10304682783543342,8.929006911691578,8.929006911691578,8.929006911691578,0.0,0.0,0.0,20.299995078701436,18.42
295920,2014-08-15 18:20:00,9.262612109180392,13.315309430461589,27.139425254915917,9.262612109180392,9.262612109180392,10.956348945316051,10.956348945316051,10.956348945316051,1.986651452788407,1.986651452788407,1.986651452788407,0.06338172511155774,0.06338172511155774,0.06338172511155774,8.906315767416089,8.906315767416089,8.906315767416089,0.0,0.0,0.0,20.218961054496443,15.51
296064,2014-08-16 18:20:00,9.243934331986036,13.627478821234723,27.05896175200701,9.243934331986036,9.243934331986036,10.870562737453499,10.870562737453499,10.870562737453499,1.9866514528157306,1.9866514528157306,1.9866514528157306,0.004243841087600805,0.004243841087600805,0.004243841087600805,8.879667443550167,8.879667443550167,8.879667443550167,0.0,0.0,0.0,20.114497069439537,15.18
296208,2014-08-17 18:20:00,9.258300926136455,12.738720839821305,27.079900074501747,9.258300926136455,9.258300926136455,10.92677599308616,10.92677599308616,10.92677599308616,1.9866514528044559,1.9866514528044559,1.9866514528044559,0.09225847932884176,0.09225847932884176,0.09225847932884176,8.847866060952862,8.847866060952862,8.847866060952862,0.0,0.0,0.0,20.185076919222617,18.07
296352,2014-08-18 18:20:00,9.273132933967794,13.174283041582223,27.495994009918963,9.273132933967794,9.273132933967794,10.780371494157913,10.780371494157913,10.780371494157913,1.9866514527926362,1.9866514527926362,1.9866514527926362,-0.01607029086031349,-0.01607029086031349,-0.01607029086031349,8.80979033222559,8.80979033222559,8.80979033222559,0.0,0.0,0.0,20.053504428125706,15.34
296496,2014-08-19 18:20:00,9.287964941799128,13.25912106906936,27.188038495569447,9.287964941799128,9.287964941799128,10.653230354750843,10.653230354750843,10.653230354750843,1.9866514528205053,1.9866514528205053,1.9866514528205053,-0.0978452933346147,-0.0978452933346147,-0.0978452933346147,8.76442419526495,8.76442419526495,8.76442419526495,0.0,0.0,0.0,19.94119529654997,14.72
296640,2014-08-20 18:20:00,9.302796949630466,13.029473310121103,27.350018842001425,9.302796949630466,9.302796949630466,10.548520617619491,10.548520617619491,10.548520617619491,1.9866514528086852,1.9866514528086852,1.9866514528086852,-0.14901528916823295,-0.14901528916823295,-0.14901528916823295,8.71088445397904,8.71088445397904,8.71088445397904,0.0,0.0,0.0,19.851317567249957,17.58
296784,2014-08-21 18:20:00,9.317628957461801,12.448588005591512,27.106147166392457,9.317628957461801,9.317628957461801,10.738142942811994,10.738142942811994,10.738142942811994,1.9866514527974113,1.9866514527974113,1.9866514527974113,0.10304682783522084,0.10304682783522084,0.10304682783522084,8.64844466217936,8.64844466217936,8.64844466217936,0.0,0.0,0.0,20.055771900273797,17.71
296928,2014-08-22 18:20:00,9.332460965293143,12.564877263473438,26.97861500010415,9.332460965293143,9.332460965293143,10.626587764179476,10.626587764179476,10.626587764179476,1.9866514527855905,1.9866514527855905,1.9866514527855905,0.06338172511125055,0.06338172511125055,0.06338172511125055,8.576554586282633,8.576554586282633,8.576554586282633,0.0,0.0,0.0,19.95904872947262,17.83
297072,2014-08-23 18:20:00,9.347292973124476,12.775972510191998,26.891575811550513,9.347292973124476,9.347292973124476,10.485749994998368,10.485749994998368,10.485749994998368,1.9866514528134598,1.9866514528134598,1.9866514528134598,0.004243841087205422,0.004243841087205422,0.004243841087205422,8.494854701097704,8.494854701097704,8.494854701097704,0.0,0.0,0.0,19.833042968122847,13.35
297216,2014-08-24 18:20:00,9.362124980955816,12.921097561383032,27.054248402119224,9.362124980955816,9.362124980955816,10.482095239646886,10.482095239646886,10.482095239646886,1.9866514528016397,1.9866514528016397,1.9866514528016397,0.09225847932856528,0.09225847932856528,0.09225847932856528,8.403185307516681,8.403185307516681,8.403185307516681,0.0,0.0,0.0,19.8442202206027,14.62
297360,2014-08-25 18:20:00,9.37695698878715,12.722087796557034,26.26513723050713,9.37695698878715,9.37695698878715,10.272171169731912,10.272171169731912,10.272171169731912,1.986651452790366,1.986651452790366,1.986651452790366,-0.016070290860157307,-0.016070290860157307,-0.016070290860157307,8.301590007801702,8.301590007801702,8.301590007801702,0.0,0.0,0.0,19.649128158519062,16.73
297504,2014-08-26 18:20:00,9.391788996618484,12.114617761025393,26.286850713497042,9.391788996618484,9.391788996618484,10.079119588916951,10.079119588916951,10.079119588916951,1.9866514528176888,1.9866514528176888,1.9866514528176888,-0.09784529333469164,-0.09784529333469164,-0.09784529333469164,8.190313429433955,8.190313429433955,8.190313429433955,0.0,0.0,0.0,19.470908585535433,12.77
297648,2014-08-27 18:20:00,9.406621004449823,12.680076663315383,26.875694123392147,9.406621004449823,9.406621004449823,9.907429411563903,9.907429411563903,9.907429411563903,1.986651452805868,1.986651452805868,1.986651452805868,-0.14901528916820658,-0.14901528916820658,-0.14901528916820658,8.069793247926242,8.069793247926242,8.069793247926242,0.0,0.0,0.0,19.31405041601373,18.53
297792,2014-08-28 18:20:00,9.421453012281157,12.760638727525876,26.620745773204906,9.421453012281157,9.421453012281157,10.030344998901281,10.030344998901281,10.030344998901281,1.9866514527945949,1.9866514527945949,1.9866514527945949,0.1030468278354987,0.1030468278354987,0.1030468278354987,7.9406467182711875,7.9406467182711875,7.9406467182711875,0.0,0.0,0.0,19.45179801118244,20.92
297936,2014-08-29 18:20:00,9.436285020112495,11.82143083256291,25.722618498516184,9.436285020112495,9.436285020112495,9.853685257269644,9.853685257269644,9.853685257269644,1.9866514528219172,1.9866514528219172,1.9866514528219172,0.06338172511160857,0.06338172511160857,0.06338172511160857,7.803652079336119,7.803652079336119,7.803652079336119,0.0,0.0,0.0,19.28997027738214,21.21
298080,2014-08-30 18:20:00,9.45111702794383,12.373675066105307,26.245002679988115,9.45111702794383,9.45111702794383,9.650620635196487,9.650620635196487,9.650620635196487,1.9866514528106436,1.9866514528106436,1.9866514528106436,0.004243841087452408,0.004243841087452408,0.004243841087452408,7.659725341298393,7.659725341298393,7.659725341298393,0.0,0.0,0.0,19.10173766314032,19.11
298224,2014-08-31 18:20:00,9.465949035775168,11.941933730391122,26.386436484969423,9.465949035775168,9.465949035775168,9.58880303107808,9.58880303107808,9.58880303107808,1.9866514527988233,1.9866514527988233,1.9866514527988233,0.09225847932866607,0.09225847932866607,0.09225847932866607,7.509893098950591,7.509893098950591,7.509893098950591,0.0,0.0,0.0,19.054752066853247,16.37
298368,2014-09-01 18:20:00,9.480781043606502,11.12365113575188,25.932686081406032,9.480781043606502,9.480781043606502,9.325843291580844,9.325843291580844,9.325843291580844,1.9866514527875498,1.9866514527875498,1.9866514527875498,-0.016070290860302858,-0.016070290860302858,-0.016070290860302858,7.355262129653598,7.355262129653598,7.355262129653598,0.0,0.0,0.0,18.806624335187344,16.39
298512,2014-09-02 18:20:00,9.495613051437841,11.42287835594131,25.734746805052765,9.495613051437841,9.495613051437841,9.085792790010455,9.085792790010455,9.085792790010455,1.9866514528148722,1.9866514528148722,1.9866514528148722,-0.09784529333478614,-0.09784529333478614,-0.09784529333478614,7.196986630530369,7.196986630530369,7.196986630530369,0.0,0.0,0.0,18.581405841448294,14.8
298656,2014-09-03 18:20:00,9.510445059269175,11.698752043862887,25.781461503553228,9.510445059269175,9.510445059269175,8.873870185938186,8.873870185938186,8.873870185938186,1.9866514528035983,1.9866514528035983,1.9866514528035983,-0.14901528916792756,-0.14901528916792756,-0.14901528916792756,7.036234022302515,7.036234022302515,7.036234022302515,0.0,0.0,0.0,18.38431524520736,15.81
298800,2014-09-04 18:20:00,9.525277067100513,11.47943863442097,25.89840805413004,9.525277067100513,9.525277067100513,8.963848575445983,8.963848575445983,8.963848575445983,1.9866514527917778,1.9866514527917778,1.9866514527917778,0.10304682783553296,0.10304682783553296,0.10304682783553296,6.874150294818671,6.874150294818671,6.874150294818671,0.0,0.0,0.0,18.489125642546497,17.46
298944,2014-09-05 18:20:00,9.540109074931852,10.830257510354105,24.97077615559375,9.540109074931852,9.540109074931852,8.761859068131503,8.761859068131503,8.761859068131503,1.9866514528196473,1.9866514528196473,1.9866514528196473,0.06338172511161691,0.06338172511161691,0.06338172511161691,6.711825890200238,6.711825890200238,6.711825890200238,0.0,0.0,0.0,18.301968143063355,22.62
299088,2014-09-06 18:20:00,9.554941082763186,10.531940650027183,25.143128152557324,9.554941082763186,9.554941082763186,8.54115840676524,8.54115840676524,8.54115840676524,1.9866514528078267,1.9866514528078267,1.9866514528078267,0.004243841087380377,0.004243841087380377,0.004243841087380377,6.550263112870031,6.550263112870031,6.550263112870031,0.0,0.0,0.0,18.096099489528427,22.35
299232,2014-09-07 18:20:00,9.569773090594524,10.917702299586177,25.396514695925177,9.569773090594524,9.569773090594524,8.469255953573365,8.469255953573365,8.469255953573365,1.9866514527965535,1.9866514527965535,1.9866514527965535,0.09225847932876693,0.09225847932876693,0.09225847932876693,6.390346021448043,6.390346021448043,6.390346021448043,0.0,0.0,0.0,18.03902904416789,20.0
299376,2014-09-08 18:20:00,9.58460509842586,10.747487845154836,24.892871616333476,9.58460509842586,9.58460509842586,8.203394858193397,8.203394858193397,8.203394858193397,1.9866514527847332,1.9866514527847332,1.9866514527847332,-0.01607029086029036,-0.01607029086029036,-0.01607029086029036,6.232813696268954,6.232813696268954,6.232813696268954,0.0,0.0,0.0,17.787999956619256,19.72
299520,2014-09-09 18:20:00,9.599437106257197,10.537097277624316,25.156030974909726,9.599437106257197,9.599437106257197,7.967043849066306,7.967043849066306,7.967043849066306,1.9866514528126022,1.9866514528126022,1.9866514528126022,-0.09784529333462261,-0.09784529333462261,-0.09784529333462261,6.078237689588326,6.078237689588326,6.078237689588326,0.0,0.0,0.0,17.566480955323502,16.0
299664,2014-09-10 18:20:00,9.61426911408853,10.333579959240806,24.384136194425817,9.61426911408853,9.61426911408853,7.76464051914494,7.76464051914494,7.76464051914494,1.986651452800782,1.986651452800782,1.986651452800782,-0.14901528916824247,-0.14901528916824247,-0.14901528916824247,5.9270043555124,5.9270043555124,5.9270043555124,0.0,0.0,0.0,17.37890963323347,15.02
299808,2014-09-11 18:20:00,9.62910112191987,10.256991271742168,24.598803450231266,9.62910112191987,9.62910112191987,7.869000906783989,7.869000906783989,7.869000906783989,1.986651452789508,1.986651452789508,1.986651452789508,0.10304682783532042,0.10304682783532042,0.10304682783532042,5.7793026261591605,5.7793026261591605,5.7793026261591605,0.0,0.0,0.0,17.49810202870386,14.12
299952,2014-09-12 18:20:00,9.643933129751204,11.240957785972231,24.410849606569226,9.643933129751204,9.643933129751204,7.685150830848728,7.685150830848728,7.685150830848728,1.986651452816831,1.986651452816831,1.986651452816831,0.06338172511162525,0.06338172511162525,0.06338172511162525,5.635117652920271,5.635117652920271,5.635117652920271,0.0,0.0,0.0,17.32908396059993,15.47
300096,2014-09-13 18:20:00,9.658765137582538,10.03174197689581,24.70492318445931,9.658765137582538,9.658765137582538,7.4851258647807954,7.4851258647807954,7.4851258647807954,1.9866514528050105,1.9866514528050105,1.9866514528050105,0.0042438410876316935,0.0042438410876316935,0.0042438410876316935,5.494230570888153,5.494230570888153,5.494230570888153,0.0,0.0,0.0,17.143891002363333,15.41
300240,2014-09-14 18:20:00,9.673597145413876,9.6187891177986,23.973214409223793,9.673597145413876,9.673597145413876,7.435134406919128,7.435134406919128,7.435134406919128,1.986651452793737,1.986651452793737,1.986651452793737,0.09225847932886773,0.09225847932886773,0.09225847932886773,5.356224474796525,5.356224474796525,5.356224474796525,0.0,0.0,0.0,17.108731552333005,15.35
300384,2014-09-15 18:20:00,9.688429153245211,9.947719355256103,23.95186439543438,9.688429153245211,9.688429153245211,7.19107768279668,7.19107768279668,7.19107768279668,1.9866514528210595,1.9866514528210595,1.9866514528210595,-0.01607029085967446,-0.01607029085967446,-0.01607029085967446,5.220496520835294,5.220496520835294,5.220496520835294,0.0,0.0,0.0,16.87950683604189,19.15
300528,2014-09-16 18:20:00,9.703261161076552,9.690307757286856,23.858613312771922,9.703261161076552,9.703261161076552,6.97508205462198,6.97508205462198,6.97508205462198,1.9866514528097858,1.9866514528097858,1.9866514528097858,-0.09784529333471714,-0.09784529333471714,-0.09784529333471714,5.086275895146913,5.086275895146913,5.086275895146913,0.0,0.0,0.0,16.678343215698533,21.47
300672,2014-09-17 18:20:00,9.718093168907888,9.673587998107148,23.829936564994533,9.718093168907888,9.718093168907888,6.790283385120901,6.790283385120901,6.790283385120901,1.9866514527979655,1.9866514527979655,1.9866514527979655,-0.1490152891680898,-0.1490152891680898,-0.1490152891680898,4.952647221491026,4.952647221491026,4.952647221491026,0.0,0.0,0.0,16.50837655402879,20.53
300816,2014-09-18 18:20:00,9.732925176739226,9.222284966244734,23.702967164882637,9.732925176739226,9.732925176739226,6.908277102758097,6.908277102758097,6.908277102758097,1.9866514527866914,1.9866514527866914,1.9866514527866914,0.10304682783559826,0.10304682783559826,0.10304682783559826,4.818578822135807,4.818578822135807,4.818578822135807,0.0,0.0,0.0,16.64120227949732,19.58
300960,2014-09-19 18:20:00,9.74775718457056,9.763837520966952,23.835821774678358,9.74775718457056,9.74775718457056,6.732988279875365,6.732988279875365,6.732988279875365,1.9866514528140145,1.9866514528140145,1.9866514528140145,0.06338172511131804,0.06338172511131804,0.06338172511131804,4.682955101950032,4.682955101950032,4.682955101950032,0.0,0.0,0.0,16.480745464445924,17.72
301104,2014-09-20 18:20:00,9.762589192401899,9.478540952620113,23.030367672753687,9.762589192401899,9.762589192401899,6.535507493911986,6.535507493911986,6.535507493911986,1.9866514528027406,1.9866514528027406,1.9866514528027406,0.004243841087231971,0.004243841087231971,0.004243841087231971,4.544612200022013,4.544612200022013,4.544612200022013,0.0,0.0,0.0,16.298096686313883,16.09
301248,2014-09-21 18:20:00,9.777421200233233,8.602092883563682,23.637277827553593,9.777421200233233,9.777421200233233,6.481285881652477,6.481285881652477,6.481285881652477,1.9866514527909207,1.9866514527909207,1.9866514527909207,0.09225847932859126,0.09225847932859126,0.09225847932859126,4.402375949532965,4.402375949532965,4.402375949532965,0.0,0.0,0.0,16.25870708188571,13.44
301392,2014-09-22 18:20:00,9.792253208064567,8.529497293031245,23.30353646374912,9.792253208064567,9.792253208064567,6.225682270078741,6.225682270078741,6.225682270078741,1.98665145281879,1.98665145281879,1.98665145281879,-0.016070290859978013,-0.016070290859978013,-0.016070290859978013,4.255101108119931,4.255101108119931,4.255101108119931,0.0,0.0,0.0,16.017935478143308,10.31
301536,2014-09-23 18:20:00,9.807085215895905,8.426837337975682,22.6597382119647,9.807085215895905,9.807085215895905,5.990516929445544,5.990516929445544,5.990516929445544,1.9866514528069694,1.9866514528069694,1.9866514528069694,-0.09784529333479407,-0.09784529333479407,-0.09784529333479407,4.101710769973369,4.101710769973369,4.101710769973369,0.0,0.0,0.0,15.797602145341449,12.6
301680,2014-09-25 10:10:00,9.83170222889375,7.00068331283501,21.37614084596926,9.83170222889375,9.83170222889375,4.468950120220053,4.468950120220053,4.468950120220053,0.6260843590597164,0.6260843590597164,0.6260843590597164,0.011787910706384254,0.011787910706384254,0.011787910706384254,3.8310778504539518,3.8310778504539518,3.8310778504539518,0.0,0.0,0.0,14.300652349113804,13.56
301824,2014-09-26 10:10:00,9.846534236725084,7.048161110838833,21.129412007190734,9.846534236725084,9.846534236725084,4.408351512635845,4.408351512635845,4.408351512635845,0.626084359018651,0.626084359018651,0.626084359018651,0.12516579510360984,0.12516579510360984,0.12516579510360984,3.6571013585135836,3.6571013585135836,3.6571013585135836,0.0,0.0,0.0,14.254885749360929,12.46
301968,2014-09-27 10:10:00,9.861366244556422,7.0656558960312275,21.26627054376508,9.861366244556422,9.861366244556422,4.081463781009204,4.081463781009204,4.081463781009204,0.6260843590357797,0.6260843590357797,0.6260843590357797,-0.0188650233567461,-0.0188650233567461,-0.0188650233567461,3.4742444453301706,3.4742444453301706,3.4742444453301706,0.0,0.0,0.0,13.942830025565627,16.19
302112,2014-09-28 10:10:00,9.876198252387757,6.986897039186725,20.98429483058432,9.876198252387757,9.876198252387757,3.9963913555216655,3.9963913555216655,3.9963913555216655,0.6260843590531723,0.6260843590531723,0.6260843590531723,0.08809470982703858,0.08809470982703858,0.08809470982703858,3.2822122866414554,3.2822122866414554,3.2822122866414554,0.0,0.0,0.0,13.872589607909422,11.44
302256,2014-09-29 10:10:00,9.891030260219095,6.388143194742924,21.031073630072814,9.891030260219095,9.891030260219095,3.728367127205999,3.728367127205999,3.728367127205999,0.6260843590121069,0.6260843590121069,0.6260843590121069,0.02132964444178802,0.02132964444178802,0.02132964444178802,3.080953123752104,3.080953123752104,3.080953123752104,0.0,0.0,0.0,13.619397387425094,17.41
302400,2014-09-30 10:10:00,9.905862268050429,6.5129774875282775,20.71413313398005,9.905862268050429,9.905862268050429,3.4327246728885488,3.4327246728885488,3.4327246728885488,0.6260843590292354,0.6260843590292354,0.6260843590292354,-0.06403228733459516,-0.06403228733459516,-0.06403228733459516,2.8706726011939088,2.8706726011939088,2.8706726011939088,0.0,0.0,0.0,13.338586940938978,18.36
302544,2014-10-01 10:10:00,9.920694275881768,6.1120465179056325,20.14741577206745,9.920694275881768,9.920694275881768,3.1144449761073845,3.1144449761073845,3.1144449761073845,0.6260843590466275,0.6260843590466275,0.6260843590466275,-0.16348074938768356,-0.16348074938768356,-0.16348074938768356,2.65184136644844,2.65184136644844,2.65184136644844,0.0,0.0,0.0,13.035139251989152,18.29
302688,2014-10-02 10:10:00,9.935526283713102,6.1879071486819495,20.28344018578844,9.935526283713102,9.935526283713102,3.0630678442332187,3.0630678442332187,3.0630678442332187,0.626084359005299,0.626084359005299,0.626084359005299,0.011787910706395538,0.011787910706395538,0.011787910706395538,2.425195574521524,2.425195574521524,2.425195574521524,0.0,0.0,0.0,12.99859412794632,13.45
302832,2014-10-03 10:10:00,9.950358291544436,6.117273176592377,19.71948203754674,9.950358291544436,9.950358291544436,2.942980278900768,2.942980278900768,2.942980278900768,0.6260843590226912,0.6260843590226912,0.6260843590226912,0.12516579510372056,0.12516579510372056,0.12516579510372056,2.191730124774357,2.191730124774357,2.191730124774357,0.0,0.0,0.0,12.893338570445204,11.0
302976,2014-10-04 10:10:00,9.965190299375779,5.524778876035514,19.534186308931357,9.965190299375779,9.965190299375779,2.5599039846508447,2.5599039846508447,2.5599039846508447,0.6260843590398201,0.6260843590398201,0.6260843590398201,-0.01886502335671048,-0.01886502335671048,-0.01886502335671048,1.9526846489677352,1.9526846489677352,1.9526846489677352,0.0,0.0,0.0,12.525094284026624,12.84
303120,2014-10-05 10:10:00,9.980022307207113,5.623267869695394,19.199013465092662,9.980022307207113,9.980022307207113,2.423701531745289,2.423701531745289,2.423701531745289,0.6260843590572119,0.6260843590572119,0.6260843590572119,0.08809470982708398,0.08809470982708398,0.08809470982708398,1.7095224628609926,1.7095224628609926,1.7095224628609926,0.0,0.0,0.0,12.403723838952402,12.34
303264,2014-10-06 10:10:00,9.99485431503845,5.035372529014871,19.155911429876003,9.99485431503845,9.99485431503845,2.1113168873170745,2.1113168873170745,2.1113168873170745,0.6260843590158831,0.6260843590158831,0.6260843590158831,0.02132964444189282,0.02132964444189282,0.02132964444189282,1.4639028838592982,1.4639028838592982,1.4639028838592982,0.0,0.0,0.0,12.106171202355526,11.63
303408,2014-10-07 10:10:00,10.009686322869786,5.262611083994149,18.87676489501934,10.009686322869786,10.009686322869786,1.7796995706864078,1.7796995706864078,1.7796995706864078,0.6260843590332755,0.6260843590332755,0.6260843590332755,-0.06403228733453019,-0.06403228733453019,-0.06403228733453019,1.2176474989876624,1.2176474989876624,1.2176474989876624,0.0,0.0,0.0,11.789385893556194,14.46
303552,2014-10-08 10:10:00,10.024518330701124,4.033064495344219,18.120170826266254,10.024518330701124,10.024518330701124,1.4353047456897439,1.4353047456897439,1.4353047456897439,0.6260843590504043,0.6260843590504043,0.6260843590504043,-0.16348074938754742,-0.16348074938754742,-0.16348074938754742,0.9727011360268869,0.9727011360268869,0.9727011360268869,0.0,0.0,0.0,11.459823076390867,14.36
303696,2014-10-09 10:10:00,10.039350338532458,4.500426321571078,18.76089798435596,10.039350338532458,10.039350338532458,1.3689607110963273,1.3689607110963273,1.3689607110963273,0.626084359009339,0.626084359009339,0.626084359009339,0.011787910706084573,0.011787910706084573,0.011787910706084573,0.7310884413809041,0.7310884413809041,0.7310884413809041,0.0,0.0,0.0,11.408311049628786,20.51
303840,2014-10-10 10:10:00,10.054182346363797,4.589459726040554,18.192023422784576,10.054182346363797,10.054182346363797,1.2461172511691316,1.2461172511691316,1.2461172511691316,0.6260843590264676,0.6260843590264676,0.6260843590264676,0.12516579510375164,0.12516579510375164,0.12516579510375164,0.4948670970389124,0.4948670970389124,0.4948670970389124,0.0,0.0,0.0,11.300299597532929,14.97
303984,2014-10-11 10:10:00,10.069014354195131,4.132043162462214,18.175458086148065,10.069014354195131,10.069014354195131,0.8732981479615344,0.8732981479615344,0.8732981479615344,0.6260843590438597,0.6260843590438597,0.6260843590438597,-0.018865023356632718,-0.018865023356632718,-0.018865023356632718,0.2660788122743073,0.2660788122743073,0.2660788122743073,0.0,0.0,0.0,10.942312502156666,13.55
304128,2014-10-12 10:10:00,10.083846362026465,3.6757101027698353,17.697463052240373,10.083846362026465,10.083846362026465,0.7608783694186968,0.7608783694186968,0.7608783694186968,0.6260843590609885,0.6260843590609885,0.6260843590609885,0.08809470982715231,0.08809470982715231,0.08809470982715231,0.046699300530555904,0.046699300530555904,0.046699300530555904,0.0,0.0,0.0,10.844724731445162,11.94
304272,2014-10-13 10:10:00,10.098678369857803,3.9256822036450747,17.58353803986055,10.098678369857803,10.0986783698578,0.48600249961880426,0.48600249961880426,0.48600249961880426,0.6260843590199232,0.6260843590199232,0.6260843590199232,0.021329644441733738,0.021329644441733738,0.021329644441733738,-0.16141150384285305,-0.16141150384285305,-0.16141150384285305,0.0,0.0,0.0,10.584680869476607,16.5
304416,2014-10-14 10:10:00,10.113510377689138,3.224141222104001,17.20247562410201,10.113510377689138,10.113510377689138,0.20549434951035053,0.20549434951035053,0.20549434951035053,0.6260843590370522,0.6260843590370522,0.6260843590370522,-0.0640322873346125,-0.0640322873346125,-0.0640322873346125,-0.356557722192089,-0.356557722192089,-0.356557722192089,0.0,0.0,0.0,10.31900472719949,15.57
304560,2014-10-15 10:10:00,10.12834238552048,2.642042461847065,16.783206869674434,10.12834238552048,10.12834238552048,-0.07464944542434591,-0.07464944542434591,-0.07464944542434591,0.6260843590544443,0.6260843590544443,0.6260843590544443,-0.16348074938758742,-0.16348074938758742,-0.16348074938758742,-0.5372530550912026,-0.5372530550912026,-0.5372530550912026,0.0,0.0,0.0,10.053692940096134,13.82
304704,2014-10-16 10:10:00,10.143174393351815,3.0295376069549924,17.019524744132642,10.143174393351815,10.143174393351815,-0.06439008939327542,-0.06439008939327542,-0.06439008939327542,0.6260843590131152,0.6260843590131152,0.6260843590131152,0.011787910706146692,0.011787910706146692,0.011787910706146692,-0.7022623591125374,-0.7022623591125374,-0.7022623591125374,0.0,0.0,0.0,10.078784303958539,13.32
304848,2014-10-17 10:10:00,10.158006401183153,2.8562718444125657,17.756319486146943,10.158006401183153,10.158006401183153,-0.09938801285004413,-0.09938801285004413,-0.09938801285004413,0.6260843590305075,0.6260843590305075,0.6260843590305075,0.1251657951037827,0.1251657951037827,0.1251657951037827,-0.8506381669843345,-0.8506381669843345,-0.8506381669843345,0.0,0.0,0.0,10.058618388333109,13.44
304992,2014-10-18 10:10:00,10.172838409014487,3.204586461879714,16.939722990698613,10.172838409014487,10.172838409014485,-0.3745318186132146,-0.3745318186132146,-0.3745318186132146,0.6260843590478998,0.6260843590478998,0.6260843590478998,-0.01886502335655498,-0.01886502335655498,-0.01886502335655498,-0.9817511543045595,-0.9817511543045595,-0.9817511543045595,0.0,0.0,0.0,9.798306590401273,10.05
305136,2014-10-19 10:10:00,10.187670416845826,2.801092203333033,16.66745817880561,10.187670416845826,10.187670416845826,-0.38113462661972725,-0.38113462661972725,-0.38113462661972725,0.6260843590065707,0.6260843590065707,0.6260843590065707,0.08809470982689886,0.08809470982689886,0.08809470982689886,-1.0953136954531968,-1.0953136954531968,-1.0953136954531968,0.0,0.0,0.0,9.806535790226098,16.55
305280,2014-10-20 10:10:00,10.20250242467716,2.9863673953340824,16.62085795840768,10.20250242467716,10.20250242467716,-0.543981810323691,-0.543981810323691,-0.543981810323691,0.626084359023963,0.626084359023963,0.626084359023963,0.021329644441864047,0.021329644441864047,0.021329644441864047,-1.1913958137895182,-1.1913958137895182,-1.1913958137895182,0.0,0.0,0.0,9.658520614353469,15.75
305424,2014-10-21 10:10:00,10.217334432508494,2.572278181086605,16.665123525739197,10.217334432508494,10.217334432508494,-0.7083809409339081,-0.7083809409339081,-0.7083809409339081,0.6260843590410918,0.6260843590410918,0.6260843590410918,-0.06403228733454754,-0.06403228733454754,-0.06403228733454754,-1.2704330126404522,-1.2704330126404522,-1.2704330126404522,0.0,0.0,0.0,9.508953491574585,12.58
305568,2014-10-22 10:10:00,10.232166440339832,2.259876231490625,16.00472081406048,10.232166440339832,10.232166440339832,-0.8706220596998238,-0.8706220596998238,-0.8706220596998238,0.6260843590584844,0.6260843590584844,0.6260843590584844,-0.16348074938776838,-0.16348074938776838,-0.16348074938776838,-1.3332256693705395,-1.3332256693705395,-1.3332256693705395,0.0,0.0,0.0,9.361544380640009,7.94
305712,2014-10-23 10:10:00,10.246998448171167,2.0979258675738506,16.52854221329854,10.246998448171167,10.246998448171167,-0.7430576103488098,-0.7430576103488098,-0.7430576103488098,0.6260843590171553,0.6260843590171553,0.6260843590171553,0.011787910706208821,0.011787910706208821,0.011787910706208821,-1.3809298800721739,-1.3809298800721739,-1.3809298800721739,0.0,0.0,0.0,9.503940837822357,8.15
305856,2014-10-24 10:10:00,10.261830456002505,2.692922792140181,16.41214066310056,10.261830456002505,10.261830456002505,-0.6637896977469324,-0.6637896977469324,-0.6637896977469324,0.6260843590345474,0.6260843590345474,0.6260843590345474,0.12516579510355025,0.12516579510355025,0.12516579510355025,-1.41503985188503,-1.41503985188503,-1.41503985188503,0.0,0.0,0.0,9.598040758255573,10.34
